"DateTime","Temperature","Dew Point","Humidity"
"2017-12-31 19:51:00",12.02,-5.3,45.26
"2017-12-31 20:51:00",10.94,-5.3,47.49
"2017-12-31 21:51:00",10.04,-5.28,49.44
"2017-12-31 22:51:00",10.04,-4.2,52.09
"2017-12-31 23:51:00",8.96,-4.18,54.68
"2018-01-01 00:51:00",8.96,-4.18,54.68
"2018-01-01 01:51:00",8.96,-4.18,54.68
"2018-01-01 02:51:00",8.06,-4.18,56.95
"2018-01-01 03:51:00",8.06,-5.26,54.06
"2018-01-01 04:51:00",8.06,-5.26,54.06
"2018-01-01 05:51:00",6.98,-5.26,56.78
"2018-01-01 06:51:00",6.98,-5.26,56.78
"2018-01-01 07:51:00",6.98,-4.16,59.81
"2018-01-01 08:51:00",8.06,-3.08,59.98
"2018-01-01 09:51:00",10.94,-3.12,52.69
"2018-01-01 10:51:00",12.02,-4.22,47.68
"2018-01-01 11:51:00",14,-4.23,43.69
"2018-01-01 12:51:00",15.08,-5.33,39.55
"2018-01-01 13:51:00",17.06,-5.33,36.28
"2018-01-01 14:51:00",17.96,-5.33,34.9
"2018-01-01 15:51:00",17.96,-6.23,33.41
"2018-01-01 16:51:00",17.96,-5.33,34.9
"2018-01-01 17:51:00",17.96,-6.23,33.41
"2018-01-01 18:51:00",17.06,-4.25,38.22
"2018-01-01 19:51:00",17.06,-4.25,38.22
"2018-01-01 20:51:00",17.06,-2.25,42.03
"2018-01-01 21:51:00",17.06,-0.27,46.16
"2018-01-01 22:51:00",15.98,1.74,53.09
"2018-01-01 23:51:00",15.08,2.84,58.06
"2018-01-02 00:51:00",15.08,1.74,55.22
"2018-01-02 01:51:00",15.08,0.84,52.94
"2018-01-02 02:51:00",14,0.84,55.51
"2018-01-02 03:51:00",14,0.84,55.51
"2018-01-02 04:51:00",12.92,0.86,58.21
"2018-01-02 05:51:00",12.92,0.86,58.21
"2018-01-02 06:51:00",12.92,0.86,58.21
"2018-01-02 07:51:00",12.92,1.78,60.72
"2018-01-02 08:51:00",14,1.76,57.89
"2018-01-02 09:51:00",15.98,2.82,55.83
"2018-01-02 10:51:00",17.96,3.72,53.42
"2018-01-02 11:51:00",21.02,4.78,49.25
"2018-01-02 12:51:00",23,5.85,47.59
"2018-01-02 13:51:00",24.98,5.83,43.8
"2018-01-02 14:51:00",26.06,5.83,41.87
"2018-01-02 15:51:00",24.98,6.73,45.63
"2018-01-02 16:51:00",24.08,6.75,47.38
"2018-01-02 17:51:00",24.08,5.85,45.48
"2018-01-02 18:51:00",23,5.85,47.59
"2018-01-02 19:51:00",21.92,4.77,47.4
"2018-01-02 20:51:00",19.94,4.78,51.57
"2018-01-02 21:51:00",19.04,3.7,50.99
"2018-01-02 22:51:00",19.04,2.8,48.91
"2018-01-02 23:51:00",19.04,1.71,46.51
"2018-01-03 00:51:00",19.04,2.8,48.91
"2018-01-03 01:51:00",19.04,1.71,46.51
"2018-01-03 02:51:00",17.06,1.72,50.65
"2018-01-03 03:51:00",17.06,1.72,50.65
"2018-01-03 04:51:00",17.06,0.82,48.57
"2018-01-03 05:51:00",17.06,-0.27,46.16
"2018-01-03 06:51:00",17.06,-0.27,46.16
"2018-01-03 07:51:00",17.06,-1.17,44.24
"2018-01-03 08:51:00",17.96,-0.27,44.4
"2018-01-03 09:51:00",19.04,-1.19,40.62
"2018-01-03 10:51:00",21.92,0.79,39.44
"2018-01-03 11:51:00",24.98,1.67,36.17
"2018-01-03 12:51:00",26.96,1.67,33.32
"2018-01-03 13:51:00",28.94,-0.33,27.99
"2018-01-03 14:51:00",28.94,1.65,30.71
"2018-01-03 15:51:00",28.94,1.65,30.71
"2018-01-03 16:51:00",28.04,4.73,36.72
"2018-01-03 17:51:00",26.96,6.73,42.03
"2018-01-03 18:51:00",26.96,3.65,36.53
"2018-01-03 19:51:00",28.04,1.67,31.87
"2018-01-03 20:51:00",28.94,10.71,46.32
"2018-01-03 21:51:00",28.04,11.8,50.43
"2018-01-03 22:51:00",28.94,11.79,48.6
"2018-01-03 23:51:00",28.94,10.71,46.32
"2018-01-04 00:51:00",28.04,5.81,38.58
"2018-01-04 01:51:00",28.04,11.8,50.43
"2018-01-04 02:51:00",28.04,6.71,40.2
"2018-01-04 03:51:00",28.04,7.81,42.22
"2018-01-04 04:51:00",26.96,8.73,45.98
"2018-01-04 05:51:00",24.08,18.95,80.76
"2018-01-04 06:51:00",24.08,19.87,83.93
"2018-01-04 07:51:00",24.08,19.87,83.93
"2018-01-04 08:51:00",21.92,18.99,88.45
"2018-01-04 09:51:00",21.92,19.9,91.92
"2018-01-04 10:51:00",23,20.98,91.96
"2018-01-04 12:51:00",24.08,20.97,87.88
"2018-01-04 13:51:00",23,19.89,87.83
"2018-01-04 14:51:00",23,19.89,87.83
"2018-01-04 15:51:00",24.08,16.95,74.15
"2018-01-04 16:51:00",24.98,15.84,68.13
"2018-01-04 17:51:00",26.06,13.82,59.73
"2018-01-04 18:51:00",26.06,12.72,56.95
"2018-01-04 19:51:00",24.08,9.84,54.41
"2018-01-04 20:51:00",23,7.84,52.08
"2018-01-04 21:51:00",21.92,6.76,51.9
"2018-01-04 22:51:00",21.02,5.86,51.75
"2018-01-04 23:51:00",19.04,3.7,50.99
"2018-01-05 00:51:00",17.06,1.72,50.65
"2018-01-05 01:51:00",15.08,1.74,55.22
"2018-01-05 02:51:00",14,-0.24,52.76
"2018-01-05 03:51:00",12.92,-2.24,50.37
"2018-01-05 04:51:00",12.02,-3.14,50.22
"2018-01-05 05:51:00",10.94,-3.12,52.69
"2018-01-05 06:51:00",10.04,-5.28,49.44
"2018-01-05 07:51:00",8.96,-6.18,49.69
"2018-01-05 08:51:00",8.96,-6.18,49.69
"2018-01-05 09:51:00",10.94,-6.2,45.46
"2018-01-05 10:51:00",12.02,-7.29,41.11
"2018-01-05 11:51:00",12.92,-7.29,39.5
"2018-01-05 12:51:00",14,-7.31,37.66
"2018-01-05 13:51:00",15.08,-7.31,35.92
"2018-01-05 14:51:00",15.08,-8.21,34.37
"2018-01-05 15:51:00",15.98,-8.21,33.05
"2018-01-05 16:51:00",15.08,-8.21,34.37
"2018-01-05 17:51:00",14,-7.31,37.66
"2018-01-05 18:51:00",14,-8.21,36.04
"2018-01-05 19:51:00",12.92,-9.27,35.84
"2018-01-05 20:51:00",12.02,-9.27,37.3
"2018-01-05 21:51:00",10.94,-9.27,39.13
"2018-01-05 22:51:00",10.94,-10.17,37.43
"2018-01-05 23:51:00",10.04,-9.27,40.74
"2018-01-06 00:51:00",10.04,-9.27,40.74
"2018-01-06 01:51:00",8.96,-9.26,42.77
"2018-01-06 02:51:00",8.96,-9.26,42.77
"2018-01-06 03:51:00",8.96,-10.16,40.91
"2018-01-06 04:51:00",8.96,-9.26,42.77
"2018-01-06 05:51:00",8.06,-5.26,54.06
"2018-01-06 06:51:00",8.06,-5.26,54.06
"2018-01-06 07:51:00",8.06,-6.18,51.75
"2018-01-06 09:51:00",8.96,-8.18,45.11
"2018-01-06 10:51:00",10.04,-12.15,35.3
"2018-01-06 11:51:00",10.94,-13.23,32.12
"2018-01-06 12:51:00",12.02,-12.15,32.32
"2018-01-06 13:51:00",12.02,-12.15,32.32
"2018-01-06 14:51:00",12.02,-12.15,32.32
"2018-01-06 15:51:00",12.02,-10.17,35.67
"2018-01-06 16:51:00",10.94,-11.25,35.47
"2018-01-06 17:51:00",10.94,-10.17,37.43
"2018-01-06 18:51:00",10.04,-11.25,36.93
"2018-01-06 19:51:00",8.96,-11.24,38.77
"2018-01-06 20:51:00",8.06,-11.24,40.38
"2018-01-06 21:51:00",8.06,-10.16,42.6
"2018-01-06 22:51:00",6.98,-9.24,46.78
"2018-01-06 23:51:00",6.98,-8.16,49.34
"2018-01-07 00:51:00",6.08,-8.14,51.41
"2018-01-07 01:51:00",6.08,-8.14,51.41
"2018-01-07 02:51:00",6.08,-8.14,51.41
"2018-01-07 03:51:00",6.08,-7.24,53.73
"2018-01-07 04:51:00",5,-7.22,56.45
"2018-01-07 05:51:00",5,-7.22,56.45
"2018-01-07 06:51:00",5,-7.22,56.45
"2018-01-07 07:51:00",5,-7.22,56.45
"2018-01-07 08:51:00",6.08,-7.24,53.73
"2018-01-07 09:51:00",8.06,-7.26,49.1
"2018-01-07 10:51:00",8.96,-7.28,47.14
"2018-01-07 11:51:00",12.02,-6.21,43.33
"2018-01-07 12:51:00",14,-6.21,39.7
"2018-01-07 13:51:00",15.98,-5.33,38.03
"2018-01-07 14:51:00",17.06,-4.25,38.22
"2018-01-07 15:51:00",17.06,-2.25,42.03
"2018-01-07 16:51:00",17.06,-2.25,42.03
"2018-01-07 17:51:00",17.06,-2.25,42.03
"2018-01-07 18:51:00",17.06,-3.17,40.26
"2018-01-07 19:51:00",17.96,-2.27,40.42
"2018-01-07 20:51:00",17.96,-1.17,42.55
"2018-01-07 21:51:00",17.06,0.82,48.57
"2018-01-07 22:51:00",17.06,1.72,50.65
"2018-01-07 23:51:00",17.06,2.82,53.27
"2018-01-08 00:51:00",17.96,3.72,53.42
"2018-01-08 01:51:00",17.96,2.8,51.23
"2018-01-08 02:51:00",19.04,3.7,50.99
"2018-01-08 03:51:00",19.94,4.78,51.57
"2018-01-08 04:51:00",19.04,4.78,53.59
"2018-01-08 05:51:00",19.04,6.8,58.68
"2018-01-08 06:51:00",19.94,6.78,56.46
"2018-01-08 07:51:00",21.02,6.78,53.92
"2018-01-08 08:51:00",21.92,6.76,51.9
"2018-01-08 09:51:00",23,6.75,49.58
"2018-01-08 10:51:00",24.08,7.84,49.77
"2018-01-08 11:51:00",26.06,8.73,47.72
"2018-01-08 12:51:00",26.96,10.72,50.25
"2018-01-08 13:51:00",28.04,10.71,48.06
"2018-01-08 14:51:00",30.02,11.79,46.5
"2018-01-08 15:51:00",30.02,15.78,55.35
"2018-01-08 16:51:00",28.94,19.8,68.63
"2018-01-08 17:51:00",28.94,19.8,68.63
"2018-01-08 18:51:00",30.02,20.88,68.76
"2018-01-08 19:51:00",30.02,20.88,68.76
"2018-01-08 20:51:00",30.02,21.79,71.44
"2018-01-08 21:51:00",30.92,21.78,68.87
"2018-01-08 22:51:00",30.92,21.78,68.87
"2018-01-08 23:51:00",30.92,21.78,68.87
"2018-01-09 00:51:00",30.92,21.78,68.87
"2018-01-09 01:51:00",30.92,21.78,68.87
"2018-01-09 02:51:00",30.92,22.87,72.08
"2018-01-09 03:51:00",33.08,23.94,69.13
"2018-01-09 04:51:00",33.08,23.94,69.13
"2018-01-09 05:51:00",33.08,24.85,71.78
"2018-01-09 06:51:00",33.08,24.85,71.78
"2018-01-09 07:51:00",33.08,24.85,71.78
"2018-01-09 08:51:00",33.98,24.85,69.24
"2018-01-09 09:51:00",37.04,24.82,61.32
"2018-01-09 10:51:00",39.92,23.88,52.75
"2018-01-09 11:51:00",42.08,21.69,44.3
"2018-01-09 12:51:00",42.98,19.71,39.34
"2018-01-09 13:51:00",42.98,19.71,39.34
"2018-01-09 14:51:00",42.98,19.71,39.34
"2018-01-09 15:51:00",42.08,19.71,40.72
"2018-01-09 16:51:00",41,19.71,42.46
"2018-01-09 17:51:00",39.92,19.71,44.28
"2018-01-09 18:51:00",39.02,20.8,48.02
"2018-01-09 19:51:00",37.04,21.72,53.92
"2018-01-09 20:51:00",37.04,19.72,49.56
"2018-01-09 21:51:00",35.96,18.82,49.77
"2018-01-09 22:51:00",35.06,17.74,49.24
"2018-01-09 23:51:00",33.98,17.74,51.4
"2018-01-10 00:51:00",33.98,17.74,51.4
"2018-01-10 01:51:00",33.08,18.84,55.83
"2018-01-10 02:51:00",32,17.76,55.66
"2018-01-10 03:51:00",30.92,18.86,60.91
"2018-01-10 04:51:00",30.92,18.86,60.91
"2018-01-10 05:51:00",30.92,17.78,58.15
"2018-01-10 06:51:00",30.02,17.78,60.31
"2018-01-10 07:51:00",30.92,18.86,60.91
"2018-01-10 08:51:00",33.08,17.74,53.29
"2018-01-10 09:51:00",33.98,18.84,53.85
"2018-01-10 10:51:00",35.96,18.82,49.77
"2018-01-10 11:51:00",37.94,19.72,47.84
"2018-01-10 12:51:00",39.02,21.7,49.89
"2018-01-10 13:51:00",39.02,23.88,54.64
"2018-01-10 14:51:00",39.92,24.8,54.78
"2018-01-10 15:51:00",39.02,25.9,59.34
"2018-01-10 16:51:00",37.04,26.82,66.57
"2018-01-10 17:51:00",37.94,27.9,67.18
"2018-01-10 18:51:00",37.94,29.91,72.85
"2018-01-10 19:51:00",39.92,29.89,67.43
"2018-01-10 20:51:00",39.92,30.79,69.94
"2018-01-10 21:51:00",41,31.87,70.06
"2018-01-10 22:51:00",41,32.97,73.18
"2018-01-10 23:51:00",42.08,33.87,72.76
"2018-01-11 00:51:00",42.98,35.87,76.05
"2018-01-11 01:51:00",42.08,34.97,75.97
"2018-01-11 02:51:00",42.98,35.87,76.05
"2018-01-11 03:51:00",42.08,34.97,75.97
"2018-01-11 04:51:00",42.08,34.97,75.97
"2018-01-11 05:51:00",42.08,34.97,75.97
"2018-01-11 06:51:00",42.08,34.97,75.97
"2018-01-11 07:51:00",42.08,35.87,78.73
"2018-01-11 08:51:00",44.06,34.95,70.41
"2018-01-11 09:51:00",44.96,36.93,73.59
"2018-01-11 10:51:00",44.96,35.85,70.51
"2018-01-11 11:51:00",46.94,36.93,68.28
"2018-01-11 12:51:00",50,38.89,65.81
"2018-01-11 13:51:00",51.08,42.89,73.7
"2018-01-11 14:51:00",51.08,41.99,71.19
"2018-01-11 15:51:00",53.06,43.97,71.41
"2018-01-11 16:51:00",48.92,40.91,73.99
"2018-01-11 17:51:00",48.92,42.01,77.15
"2018-01-11 18:51:00",46.04,40.95,82.46
"2018-01-11 19:51:00",48.92,46,89.74
"2018-01-11 20:51:00",48.92,46.92,92.84
"2018-01-11 21:51:00",50,46.9,89.18
"2018-01-11 22:51:00",51.08,47.98,89.23
"2018-01-11 23:51:00",51.08,46.89,85.68
"2018-01-12 00:51:00",48.92,46,89.74
"2018-01-12 01:51:00",48.02,46.02,92.81
"2018-01-12 02:51:00",44.06,42.96,95.95
"2018-01-12 03:51:00",46.94,44.94,92.78
"2018-01-12 04:51:00",51.98,49.98,92.94
"2018-01-12 05:51:00",57.92,57.02,96.82
"2018-01-12 06:51:00",55.94,55.04,96.79
"2018-01-12 07:51:00",55.04,53.04,93.03
"2018-01-12 08:51:00",57.02,55.92,96.17
"2018-01-12 09:51:00",57.92,57.02,96.82
"2018-01-12 10:51:00",60.08,57.9,92.58
"2018-01-12 11:51:00",60.98,58.98,93.2
"2018-01-12 12:51:00",60.98,60.08,96.86
"2018-01-12 13:51:00",60.98,60.08,96.86
"2018-01-12 14:51:00",59,57.92,96.21
"2018-01-12 15:51:00",57.92,57.02,96.82
"2018-01-12 16:51:00",60.08,59,96.23
"2018-01-12 17:51:00",57.92,57.02,96.82
"2018-01-12 18:51:00",57.92,57.02,96.82
"2018-01-12 19:51:00",55.94,55.94,100
"2018-01-12 20:51:00",55.94,55.04,96.79
"2018-01-12 21:51:00",53.96,53.04,96.76
"2018-01-12 22:51:00",55.94,55.04,96.79
"2018-01-12 23:51:00",57.02,55.92,96.17
"2018-01-13 00:51:00",57.02,55.92,96.17
"2018-01-13 01:51:00",55.94,55.04,96.79
"2018-01-13 02:51:00",55.04,53.94,96.14
"2018-01-13 03:51:00",53.96,53.04,96.76
"2018-01-13 04:51:00",53.06,53.06,100
"2018-01-13 05:51:00",57.02,55.02,93.09
"2018-01-13 06:51:00",44.06,39.87,85.25
"2018-01-13 07:51:00",35.96,29.93,78.77
"2018-01-13 08:51:00",30.02,21.79,71.44
"2018-01-13 09:51:00",28.04,16.9,62.91
"2018-01-13 10:51:00",28.04,14.88,57.71
"2018-01-13 11:51:00",30.02,15.78,55.35
"2018-01-13 12:51:00",32,15.76,51.08
"2018-01-13 13:51:00",33.08,15.76,48.91
"2018-01-13 14:51:00",33.08,15.76,48.91
"2018-01-13 15:51:00",30.92,14.86,51.31
"2018-01-13 16:51:00",28.04,11.8,50.43
"2018-01-13 17:51:00",24.98,10.72,54.55
"2018-01-13 18:51:00",24.08,8.74,51.83
"2018-01-13 19:51:00",23,7.84,52.08
"2018-01-13 20:51:00",21.92,5.86,49.81
"2018-01-13 21:51:00",21.02,2.79,44.94
"2018-01-13 22:51:00",19.94,1.71,44.75
"2018-01-13 23:51:00",19.04,1.71,46.51
"2018-01-14 00:51:00",17.06,1.72,50.65
"2018-01-14 01:51:00",17.06,2.82,53.27
"2018-01-14 02:51:00",15.98,1.74,53.09
"2018-01-14 03:51:00",15.98,2.82,55.83
"2018-01-14 04:51:00",15.98,2.82,55.83
"2018-01-14 05:51:00",15.08,1.74,55.22
"2018-01-14 06:51:00",15.08,1.74,55.22
"2018-01-14 07:51:00",15.08,0.84,52.94
"2018-01-14 08:51:00",15.08,-0.26,50.32
"2018-01-14 09:51:00",17.06,-0.27,46.16
"2018-01-14 10:51:00",19.04,-2.27,38.59
"2018-01-14 11:51:00",21.02,-4.27,32.25
"2018-01-14 12:51:00",23,-3.19,31.23
"2018-01-14 13:51:00",24.08,-3.19,29.85
"2018-01-14 14:51:00",24.08,-4.27,28.34
"2018-01-14 15:51:00",23,-5.35,28.15
"2018-01-14 16:51:00",21.92,-3.19,32.69
"2018-01-14 17:51:00",21.02,-1.21,37.32
"2018-01-14 18:51:00",19.94,-0.29,40.78
"2018-01-14 19:51:00",19.04,-2.27,38.59
"2018-01-14 20:51:00",17.96,-2.27,40.42
"2018-01-14 21:51:00",17.06,-0.27,46.16
"2018-01-14 22:51:00",17.06,-0.27,46.16
"2018-01-14 23:51:00",15.98,-0.26,48.38
"2018-01-15 00:51:00",15.98,0.82,50.9
"2018-01-15 01:51:00",15.98,0.82,50.9
"2018-01-15 02:51:00",15.98,1.74,53.09
"2018-01-15 03:51:00",15.98,1.74,53.09
"2018-01-15 04:51:00",17.06,3.72,55.54
"2018-01-15 05:51:00",17.96,5.9,58.99
"2018-01-15 06:51:00",17.96,5.9,58.99
"2018-01-15 07:51:00",17.96,6.8,61.47
"2018-01-15 08:51:00",19.94,7.88,59.29
"2018-01-15 09:51:00",23,11.86,62.2
"2018-01-15 10:51:00",24.98,13.84,62.48
"2018-01-15 11:51:00",26.06,14.92,62.63
"2018-01-15 12:51:00",28.94,15.78,57.85
"2018-01-15 13:51:00",28.04,14.88,57.71
"2018-01-15 14:51:00",30.02,15.78,55.35
"2018-01-15 15:51:00",28.94,16.88,60.63
"2018-01-15 16:51:00",28.04,16.9,62.91
"2018-01-15 17:51:00",26.96,16.9,65.77
"2018-01-15 18:51:00",26.06,17.83,70.98
"2018-01-15 19:51:00",26.06,17.83,70.98
"2018-01-15 20:51:00",24.98,17.83,74.24
"2018-01-15 21:51:00",24.98,16.93,71.41
"2018-01-15 22:51:00",24.98,17.83,74.24
"2018-01-15 23:51:00",24.98,16.93,71.41
"2018-01-16 00:51:00",24.98,16.93,71.41
"2018-01-16 01:51:00",24.98,17.83,74.24
"2018-01-16 02:51:00",24.98,19.85,80.83
"2018-01-16 03:51:00",26.06,20.93,80.92
"2018-01-16 04:51:00",24.98,19.85,80.83
"2018-01-16 05:51:00",26.06,19.83,77.28
"2018-01-16 06:51:00",26.96,21.83,80.99
"2018-01-16 07:51:00",28.04,22.91,81.08
"2018-01-16 08:51:00",28.94,24.01,81.77
"2018-01-16 09:51:00",32,24.87,74.97
"2018-01-16 10:51:00",33.08,24.85,71.78
"2018-01-16 11:51:00",33.98,25.93,72.42
"2018-01-16 12:51:00",35.06,25.93,69.37
"2018-01-16 13:51:00",35.06,25.93,69.37
"2018-01-16 14:51:00",35.06,25.93,69.37
"2018-01-16 15:51:00",35.06,26.83,72
"2018-01-16 16:51:00",33.08,26.87,77.93
"2018-01-16 17:51:00",33.08,26.87,77.93
"2018-01-16 18:51:00",33.08,26.87,77.93
"2018-01-16 19:51:00",33.98,27.95,78.59
"2018-01-16 20:51:00",33.98,27.95,78.59
"2018-01-16 21:51:00",33.98,28.87,81.55
"2018-01-16 22:51:00",33.98,29.97,85.23
"2018-01-16 23:51:00",35.06,29.95,81.63
"2018-01-17 00:51:00",35.96,30.85,81.7
"2018-01-17 01:51:00",35.96,31.95,85.35
"2018-01-17 02:51:00",35.96,33.04,89.15
"2018-01-17 03:51:00",35.06,33.96,95.78
"2018-01-17 04:51:00",35.96,35.04,96.49
"2018-01-17 05:51:00",35.06,33.04,92.39
"2018-01-17 06:51:00",33.98,33.06,96.46
"2018-01-17 07:51:00",33.08,31.98,95.75
"2018-01-17 08:51:00",33.08,31.98,95.75
"2018-01-17 09:51:00",33.08,31.98,95.75
"2018-01-17 10:51:00",33.08,30.88,91.65
"2018-01-17 11:51:00",33.08,30.88,91.65
"2018-01-17 12:51:00",33.08,30.88,91.65
"2018-01-17 13:51:00",33.08,29.97,88.36
"2018-01-17 14:51:00",33.08,27.97,81.48
"2018-01-17 15:51:00",30.92,23.97,75.43
"2018-01-17 16:51:00",28.94,20.89,71.86
"2018-01-17 17:51:00",28.94,19.8,68.63
"2018-01-17 18:51:00",26.96,15.82,62.76
"2018-01-17 19:51:00",24.98,13.84,62.48
"2018-01-17 20:51:00",24.08,12.74,61.86
"2018-01-17 21:51:00",23,9.84,56.94
"2018-01-17 22:51:00",23,9.84,56.94
"2018-01-17 23:51:00",21.92,8.76,56.77
"2018-01-18 00:51:00",21.02,8.78,58.98
"2018-01-18 01:51:00",21.02,8.78,58.98
"2018-01-18 02:51:00",19.94,8.78,61.76
"2018-01-18 03:51:00",19.04,8.8,64.18
"2018-01-18 04:51:00",19.04,8.8,64.18
"2018-01-18 05:51:00",19.04,8.8,64.18
"2018-01-18 06:51:00",19.94,7.88,59.29
"2018-01-18 07:51:00",21.02,7.86,56.63
"2018-01-18 08:51:00",21.02,7.86,56.63
"2018-01-18 09:51:00",24.08,5.85,45.48
"2018-01-18 10:51:00",26.06,6.73,43.63
"2018-01-18 11:51:00",28.94,6.71,38.74
"2018-01-18 12:51:00",30.02,6.71,37.07
"2018-01-18 13:51:00",30.92,7.79,37.54
"2018-01-18 14:51:00",30.92,7.79,37.54
"2018-01-18 15:51:00",32,9.79,39.29
"2018-01-18 16:51:00",30.92,10.69,42.73
"2018-01-18 17:51:00",30.92,10.69,42.73
"2018-01-18 18:51:00",30.02,12.69,48.4
"2018-01-18 19:51:00",28.94,12.7,50.58
"2018-01-18 20:51:00",28.04,11.8,50.43
"2018-01-18 21:51:00",26.96,11.8,52.72
"2018-01-18 22:51:00",26.06,11.82,54.73
"2018-01-18 23:51:00",26.06,11.82,54.73
"2018-01-19 00:51:00",24.98,11.82,57.24
"2018-01-19 01:51:00",24.98,11.82,57.24
"2018-01-19 02:51:00",24.98,11.82,57.24
"2018-01-19 03:51:00",24.98,11.82,57.24
"2018-01-19 04:51:00",26.06,12.72,56.95
"2018-01-19 05:51:00",26.96,11.8,52.72
"2018-01-19 06:51:00",28.04,12.7,52.48
"2018-01-19 07:51:00",30.02,12.69,48.4
"2018-01-19 08:51:00",30.02,12.69,48.4
"2018-01-19 09:51:00",30.92,12.69,46.66
"2018-01-19 10:51:00",32,13.77,46.84
"2018-01-19 11:51:00",33.98,14.85,45.36
"2018-01-19 12:51:00",33.98,14.85,45.36
"2018-01-19 13:51:00",35.06,14.83,43.44
"2018-01-19 14:51:00",37.04,15.73,41.78
"2018-01-19 15:51:00",37.04,15.73,41.78
"2018-01-19 16:51:00",37.04,16.83,43.78
"2018-01-19 17:51:00",37.04,16.83,43.78
"2018-01-19 18:51:00",37.94,17.73,43.94
"2018-01-19 19:51:00",39.02,17.73,42.12
"2018-01-19 20:51:00",39.02,18.81,44.12
"2018-01-19 21:51:00",39.92,18.81,42.6
"2018-01-19 22:51:00",41,17.71,39
"2018-01-19 23:51:00",39.02,18.81,44.12
"2018-01-20 00:51:00",39.92,18.81,42.6
"2018-01-20 01:51:00",39.02,18.81,44.12
"2018-01-20 02:51:00",37.94,18.81,46.03
"2018-01-20 03:51:00",39.02,18.81,44.12
"2018-01-20 04:51:00",39.92,19.71,44.28
"2018-01-20 05:51:00",39.92,19.71,44.28
"2018-01-20 06:51:00",39.92,19.71,44.28
"2018-01-20 07:51:00",39.92,20.8,46.36
"2018-01-20 08:51:00",42.08,21.69,44.3
"2018-01-20 09:51:00",42.98,22.78,44.79
"2018-01-20 10:51:00",46.94,23.86,40.32
"2018-01-20 11:51:00",50,24.76,37.33
"2018-01-20 12:51:00",51.08,24.76,35.87
"2018-01-20 13:51:00",51.98,23.86,33.42
"2018-01-20 14:51:00",50,24.76,37.33
"2018-01-20 15:51:00",48.92,25.84,40.65
"2018-01-20 16:51:00",48.02,25.84,42.05
"2018-01-20 17:51:00",46.94,25.84,43.79
"2018-01-20 18:51:00",46.94,26.76,45.45
"2018-01-20 19:51:00",46.04,26.76,47.02
"2018-01-20 20:51:00",46.04,26.76,47.02
"2018-01-20 21:51:00",44.96,26.76,48.99
"2018-01-20 22:51:00",46.04,26.76,47.02
"2018-01-20 23:51:00",44.96,26.76,48.99
"2018-01-21 00:51:00",44.06,27.86,53.01
"2018-01-21 01:51:00",44.06,27.86,53.01
"2018-01-21 02:51:00",44.06,26.76,50.7
"2018-01-21 03:51:00",42.98,26.78,52.84
"2018-01-21 04:51:00",44.06,26.76,50.7
"2018-01-21 05:51:00",42.98,27.86,55.24
"2018-01-21 06:51:00",42.98,27.86,55.24
"2018-01-21 07:51:00",42.98,27.86,55.24
"2018-01-21 08:51:00",44.96,27.84,51.22
"2018-01-21 09:51:00",44.96,28.76,53.15
"2018-01-21 10:51:00",46.04,27.84,49.16
"2018-01-21 11:51:00",46.94,28.74,49.31
"2018-01-21 12:51:00",48.02,28.74,47.35
"2018-01-21 13:51:00",48.92,28.74,45.78
"2018-01-21 14:51:00",50,28.74,43.97
"2018-01-21 15:51:00",50,28.74,43.97
"2018-01-21 16:51:00",50,29.84,45.96
"2018-01-21 17:51:00",48.92,30.74,49.63
"2018-01-21 18:51:00",50,32.92,52.01
"2018-01-21 19:51:00",50,32.92,52.01
"2018-01-21 20:51:00",48.92,33.82,56.14
"2018-01-21 21:51:00",48.92,33.82,56.14
"2018-01-21 22:51:00",48.92,34.92,58.61
"2018-01-21 23:51:00",50,35.82,58.34
"2018-01-22 00:51:00",46.94,36.93,68.28
"2018-01-22 01:51:00",44.96,36.93,73.59
"2018-01-22 02:51:00",42.98,36.97,79.37
"2018-01-22 03:51:00",42.98,36.97,79.37
"2018-01-22 04:51:00",42.08,36.97,82.17
"2018-01-22 05:51:00",42.08,35.87,78.73
"2018-01-22 06:51:00",42.08,35.87,78.73
"2018-01-22 07:51:00",42.98,36.97,79.37
"2018-01-22 08:51:00",42.98,36.97,79.37
"2018-01-22 09:51:00",44.06,36.95,76.16
"2018-01-22 10:51:00",44.96,37.85,76.24
"2018-01-22 11:51:00",46.04,37.83,73.18
"2018-01-22 12:51:00",46.04,38.93,76.34
"2018-01-22 13:51:00",46.04,38.93,76.34
"2018-01-22 14:51:00",46.04,38.93,76.34
"2018-01-22 15:51:00",44.96,38.95,79.54
"2018-01-22 16:51:00",42.98,38.97,85.79
"2018-01-22 17:51:00",42.08,38.98,88.81
"2018-01-22 18:51:00",41,37.89,88.75
"2018-01-22 19:51:00",39.92,37,89.33
"2018-01-22 20:51:00",39.02,37,92.52
"2018-01-22 21:51:00",37.94,37.02,96.52
"2018-01-22 22:51:00",37.94,37.94,100
"2018-01-22 23:51:00",39.02,37.92,95.86
"2018-01-23 00:51:00",37.94,37.94,100
"2018-01-23 01:51:00",37.94,37.02,96.52
"2018-01-23 02:51:00",39.02,37.92,95.86
"2018-01-23 03:51:00",39.92,37.9,92.55
"2018-01-23 04:51:00",39.92,39,96.55
"2018-01-23 05:51:00",42.08,40.98,95.91
